input,predicted_label
The new house is not so uncomfortable and we are relaxed here .,1
There is no use crying about split milk because you drank too much last night .,1
It has served as a monument of our history .,1
I am not good at talking in English what I am thinking about .,1
I ve never done it before .,1
"I think it is important to use his head itself , so I do not want to teach something too much .",1
It challenges when there is a chance .,1
I was waiting in the parking lot for cars to leave so I ccould park my car .,0
"Second , I visited Jaisalmer .",1
"On Wednesday , I was sad .",1
What is the Difference ?,1
"But as I guessed before , judging from his eyes , I could nt think he realized that he met someone he knew after a long time .",1
I have a dream to appear in a tennis tournament in a mixed doubles with her .,0
TIGER MASK is a hero is name of old cartoon .,0
"Amidst the mists and coldest frosts , ",1
I can blame anything for causing this .,1
Introduce the Chinese holiday Dragon Boat Festival .,1
But I could not stop eating .,1
A Hi !,0
My name is Grace .,1
It is a test for people learning English as a second language .,1
I was told that he thinks it would much the word oriental when he is reminded such as old shrines .,0
That is correct .,1
It was a good day .,1
Tday is a gtamar is class .,0
"I wanted to talk to him in English but as there was an interpreter , I thought I should not put myself forward .",1
it is my first time writing here .,1
Although she is hot ! ! !,1
And then I was surprised again because it was so painfuly hot .,0
"In Tokyo , where I come from , very few buildings and houses collapsed , as far as I know , thanks to the strict anti - earthquake building code of Japan .",1
I drank too much on the night of Friday with my co - workers .,1
See you later ! !,1
I will rest today .,1
Simon That is a big town ?,0
And shall we become friends ?,1
"Facebook launched a new service nowadays , Video chat .",1
I hardly spoke and understood English then .,1
"Actually , I did not know we can eat dolphins and Japan has been treated dolphins as food until I met a girl who would ever eaten dolphin meat .",1
Hello everyone !,1
How do you like your beef stew ?,1
"But at a deeper level , fear can be very paralysing to the point of being destructive .",1
"I am sorry , mom .",1
But I felt a little hungry now .,1
"This theater usually has custmoer not so many , ",0
Do you often use that phrase ?,1
I am so happy .,1
Only Black and White ! ! .,1
I have no team but I have a unit .,1
I did not know how to make a sentence .,1
"Secondly , it is not only chocolate that both women and men give each other as a Valentine is gift .",0
"And to my surprise , he said , I will go to Japan on this Tuesday .",1
"At first , Japanese Govt decided not to disclose the video few weeks ago .",0
"First , you can use the Internet to see many different places around the world from your house .",1
"I am not sure why but probably , I would hesitate to say it with my bad English .",1
"That is , I do not even have to know how to pronounce a word but to read it because there had no speaking test .",1
"Put your hands up , please .",1
"But before I go to the store , my iphone recovered .",0
The importance of humor,1
I should study heard English for an award ceremony .,0
"At first , I guessed he would been angry about the van that would been stuck in his car on the road , but I think nobody will be angry about it so much .",1
After coffee was a little bitter .,0
I did not feel the difference of the country so much though various topics were done when forming a ring all and speaking .,0
and I thought that I had no lucky with exam .,0
Why do so many people migrate to the States ?,1
Obama said it is responsible for BP and they,1
Are you Madame Rosa ?,1
"I always ask the opinion of my friends , because the hardest mission authors have is to make the readers get exactly what you are trying to say .",1
"Maybe not , I think .",1
The numbers of estimated casualties differ from datum to datum .,1
I called my dad today .,1
"But , I do not understand what they say sometimes .",1
I wanted to write my opinion but I gave up today .,1
"Last month , I and my family went to Okinawa for vacation .",1
need polish slogan for office operations purpose,0
Here are the links .,1
I was embarrassed .,1
Let me show you some pictures of my hometown .,1
Prices in Japan have recently become very cheap .,1
"I think this problem is one of the most serious ones - for another example , to cure cancer - we have to solve .",1
"I do not know what I have to do , or even what I want to do nowadays .",1
Texts can be transmitted via cellphone etc .,1
